C1355.,392,17
rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; 
20
C5315.,1399,29
rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; 
20
C6288.,1882,88
rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; 
20
apex1.,2321,21
balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; 
20
bc0.,1419,28
balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; 
20
dalu.,1260,31
balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; 
20
k2.,1446,16
balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; 
20
mainpla.,3867,30
rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; rewrite -z; 
20
prom1.,7073,17
balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; balance; 
20
