k2.,1189,13
balance; balance; balance; rewrite -z; refactor; balance; balance; rewrite -z; rewrite -z; balance; refactor; balance; refactor; refactor; balance; balance; refactor; balance; rewrite -z; balance; rewrite -z; balance; refactor; balance; refactor; refactor; balance; refactor; balance; refactor -z; refactor; balance; refactor; balance; refactor; refactor; refactor; balance; rewrite -z; balance; refactor; balance; rewrite -z; balance; refactor; balance; rewrite -z; refactor; balance; balance; rewrite -z; refactor -z; balance; balance; refactor; refactor; refactor; balance; refactor; balance; refactor -z; balance; refactor -z; balance; refactor -z; balance; rewrite -z; balance; refactor; refactor; balance; balance; rewrite -z; 
73
dalu.,1094,32
refactor; rewrite -z; balance; refactor; refactor; refactor; rewrite -z; balance; refactor; refactor; balance; refactor -z; refactor; rewrite -z; balance; balance; refactor; refactor -z; refactor; balance; balance; refactor -z; refactor; refactor; balance; balance; refactor; refactor -z; refactor; refactor; balance; refactor -z; balance; refactor -z; refactor; refactor; refactor; balance; rewrite -z; balance; refactor -z; refactor; refactor; refactor; rewrite -z; balance; refactor; refactor; refactor; 
49
prom1.,6100,15
balance; balance; balance; rewrite -z; refactor; rewrite -z; balance; refactor; balance; balance; rewrite -z; balance; refactor; balance; rewrite -z; balance; rewrite -z; balance; refactor; balance; rewrite -z; balance; balance; refactor; rewrite -z; refactor; balance; refactor; refactor; refactor; balance; refactor; refactor; refactor; balance; refactor; balance; refactor; refactor; refactor; balance; refactor; rewrite -z; refactor; balance; balance; rewrite -z; rewrite -z; balance; rewrite -z; balance; rewrite -z; balance; refactor -z; balance; refactor -z; 
56
C5315.,1315,28
balance; refactor; refactor; balance; balance; refactor; refactor; refactor; balance; refactor; refactor; rewrite -z; refactor; balance; refactor; rewrite -z; balance; balance; balance; refactor; rewrite -z; rewrite -z; balance; balance; rewrite -z; refactor; refactor; balance; refactor -z; balance; balance; refactor; refactor -z; refactor; balance; rewrite -z; refactor; refactor; balance; refactor; refactor; refactor; refactor; 
43
C6288.,1870,89
balance; rewrite -z; balance; refactor; balance; rewrite -z; balance; balance; balance; rewrite -z; refactor; balance; balance; refactor -z; balance; refactor; balance; rewrite -z; refactor; balance; balance; refactor; refactor; refactor; balance; balance; refactor; refactor; balance; balance; balance; refactor; refactor; refactor; balance; refactor; balance; balance; refactor; refactor; rewrite -z; balance; rewrite -z; balance; refactor; balance; refactor; rewrite -z; 
48
apex1.,2039,17
balance; refactor; refactor; balance; balance; refactor; refactor; balance; balance; refactor; balance; refactor; refactor; refactor; balance; refactor; balance; refactor; refactor; refactor; balance; rewrite -z; balance; refactor; refactor; refactor; balance; balance; refactor; refactor; balance; refactor; refactor; refactor; balance; refactor; refactor; refactor; balance; refactor; balance; refactor; refactor; refactor; balance; refactor; refactor; refactor; balance; refactor; rewrite -z; 
51
C1355.,387,17
balance; balance; refactor; balance; rewrite -z; refactor; balance; refactor; refactor; refactor; refactor; refactor; balance; balance; balance; refactor; refactor; balance; balance; refactor; refactor; balance; refactor; balance; rewrite; balance; balance; refactor; refactor -z; balance; refactor; balance; balance; refactor; refactor -z; balance; refactor; balance; balance; balance; refactor -z; balance; refactor; balance; rewrite -z; refactor; balance; refactor; balance; refactor -z; refactor; refactor; balance; refactor; refactor; refactor; balance; balance; refactor -z; refactor; balance; refactor; refactor; rewrite -z; balance; refactor; refactor; 
67
mainpla.,3551,27
balance; balance; refactor; rewrite -z; balance; balance; rewrite -z; refactor; balance; balance; rewrite -z; balance; refactor; balance; refactor -z; balance; rewrite -z; balance; rewrite -z; balance; refactor; balance; refactor; balance; rewrite -z; refactor; balance; balance; refactor -z; refactor -z; balance; refactor; balance; refactor; balance; refactor; balance; balance; refactor; rewrite -z; balance; balance; refactor; refactor -z; refactor; balance; balance; refactor; refactor; balance; rewrite -z; balance; balance; rewrite -z; refactor; balance; balance; refactor; rewrite -z; balance; balance; refactor -z; balance; refactor -z; 
64
bc0.,858,18
balance; balance; refactor; refactor; refactor; balance; balance; balance; refactor -z; balance; refactor; refactor; rewrite -z; balance; balance; refactor; refactor; refactor; balance; refactor; rewrite -z; refactor; balance; balance; rewrite -z; refactor; balance; refactor; balance; refactor -z; refactor; rewrite -z; balance; rewrite -z; refactor; balance; balance; rewrite -z; rewrite -z; balance; balance; balance; refactor -z; refactor; refactor; balance; refactor; refactor; balance; balance; rewrite -z; rewrite -z; balance; balance; rewrite -z; 
55
