max,-94.35287417313167,-142.36411472791744,-116.28092338668787,-145.368932235446,-42.455296472609646
i2c,755.6576220288811,640.8704862929893,622.1356335797858,688.5460036421068,931.3292665440638
multiplier,-16.84669920223419,-16.661771497133103,-16.665652893664152,-16.754145794845286,-16.39723637149828
router,916.048502512657,753.5363219462131,1071.1166956089655,475.7046613325626,555.9596236195007
ctrl,4761.892842148691,3800.381613426786,5302.1791548120655,6330.487779264087,-2459.8896798316264
sqrt,-2.3408346917249734,-1.819091133000399,-1.6139205019502987,-1.767658553679197,-0.4398407919914659
voter,24.709209366556596,7.974208701683603,20.731833730834094,11.846819295056445,21.205559173530922
mem_ctrl,11.111313362199988,11.755755481548107,13.60970697648467,11.584691573209465,8.581386903362459
priority,-0.1853864829534304,-8.935076923885855,75.960502948179,-70.6120735720051,-12.541145427623988
int2float,1116.6400447185117,500.44143430756117,1221.177003340549,1335.7479428487804,855.7250709685165
cavlc,763.5129807559883,657.8329016340343,1007.2829131034844,1186.5528685355755,1199.8551130600745
square,-59.006424307390525,-63.30162909022778,-80.34104178281608,29.56163328600738,-62.67993537805975
log2,8.138281532052963,8.8227040210551,8.115431266506977,7.66132583382065,8.039013613877247
sin,26.365177646279115,24.13705744106358,24.19549783294756,25.648456893275743,23.913971743185474
i10,187.4735073196211,162.07129740064204,190.43578978984817,184.66725361514978,185.2517684988077
bar,0.0,0.0,0.0,0.0,-0.028219214682182914
