k2.,1209,13
balance; balance; rewrite -z; balance; balance; rewrite -z; rewrite -z; balance; balance; rewrite -z; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; 
28
dalu.,1109,30
balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; 
36
prom1.,6241,15
balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; 
44
C5315.,1362,27
balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; 
32
C6288.,1882,88
rewrite; rewrite; rewrite -z; rewrite; rewrite; rewrite; rewrite -z; rewrite; rewrite; rewrite; rewrite -z; rewrite; rewrite; rewrite; rewrite -z; rewrite; rewrite; rewrite; rewrite -z; rewrite; rewrite; 
21
apex1.,2069,17
balance; rewrite -z; balance; rewrite -z; balance; rewrite -z; balance; rewrite -z; balance; rewrite -z; balance; rewrite -z; balance; rewrite -z; balance; rewrite -z; balance; rewrite -z; balance; rewrite -z; balance; rewrite -z; balance; rewrite -z; balance; rewrite -z; 
26
C1355.,387,19
balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; 
27
mainpla.,3847,27
balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; balance; balance; balance; rewrite -z; 
34
bc0.,925,18
rewrite -z; balance; rewrite -z; balance; rewrite -z; balance; rewrite -z; balance; rewrite -z; balance; refactor -z; balance; rewrite -z; balance; refactor -z; balance; rewrite -z; 
17
